Intérprete,Código,Título
Bonde Do Brasil,74059,Te Amo De Verdade
Bonde Do Forró,50712,Amigo Apaixonado
Bonde Do Forró,50713,Cuida Do Nosso Amor
Bonde Do Forró,50714,Desculpe Mais Eu Vou Chorar
Bonde Do Forró,50715,Dois Corações E Uma Historia
Bonde Do Forró,50716,Garota De Programa
Bonde Do Forró,50717,Marianne
Bonde Do Forró,50718,Na Hora H
Bonde Do Forró,50719,Pode Ir Embora
Bonde Do Forró,50720,Porque Brigamos
Bonde Do Forró,50721,Quando Um Grande Amor Se Faz
Bonde Do Forró,50722,Que Pescar Que Nada
Bonde Do Forró,50723,Raridade
Bonde Do Forró,50724,Sempre Seu Homem
Bonde Do Forró,50725,Tô Fazendo Falta
Bonde Do Forró,55342,Mariane
Bonde Do Forró,55343,Nos Bares Da Cidade
Bonde Do Forró,66448,Amor De Carnaval
Bonde Do Forró,66449,Bebo Porque Gosto De Beber
Bonde Do Forró,66450,Cabaré Ambulante
Bonde Do Forró,66451,Cada Volta É Um Recomeço
Bonde Do Forró,66452,Eu Te Amo Demais
Bonde Do Forró,66453,Homem Galinha
Bonde Do Forró,66454,I Love You Baby
Bonde Do Forró,66455,Inevitável
Bonde Do Forró,66456,Jeito Carinhoso
Bonde Do Forró,66457,Milk Shake
Bonde Do Forró,66458,Na Hora De Amar
Bonde Do Forró,66459,Parabéns Para O Nosso Amor
Bonde Do Forró,66460,Por Um Gole A Mais
Bonde Do Forró,66461,Pra Te Dizer
Bonde Do Forró,66462,Se Não Tivesse Ido
Bonde Do Forró,66463,Será
Bonde Do Forró,66464,Voce Sabia
Bonde Do Forró,72209,"Agarra, Agarra"
Bonde Do Forró,72210,Ainda Queima A Esperança
Bonde Do Forró,72211,Chefe Do Puteiro
Bonde Do Forró,72212,Os Corações Não São Iguais
Bonde Do Forró,72213,Vira E Mexe
Bonde Do Forró,72780,Quando A Saudade Aperta
Bonde Do Forró,1449,Depois Daquele Beijo
Bonde Do Forró,15722,Ai Que Perigo
Bonde Do Forró,73476,A Nossa História De Amor
Bonde Do Forró,73585,Parabéns Pro Nosso Amor
Bonde Do Forró,73763,Não Se Vá
Bonde Do Forró,74060,Na Hora De Amar
Bonde Do Forró,74161,Quando Um Grande Amor Se Faz
Bonde Do Forró E Marcos E Belutti,50726,Copo De Vinho
Bonde Do Maluco,50727,Abre Abre
Bonde Do Rolê - Caetano Veloso,15843,Baby Don-'T Deny It (Baby-Doll De Nylon)
Bonde Do Tigrão,50728,Cerol Na Mão
Bonde Do Tigrão,50729,Malha Funk
Bonde Do Tigrão,50731,Um Morto Muito Louco
Bonde Do Tigrão,6053,Cerol Na Mão
Bonde Do Tigrão,6105,O Baile Todo
Bonde Dos Catchorros,50732,Na Casa Do Seu Zé
Bonde Dos Catchorros,50733,Perereca Suicida
Bonde R300,66465,Oh Nanana
Bonde Sertanejo,50734,Por Te Amar Demais
Bonde Sertanejo,55350,"Faz Mais Uma Vez Comigo, Olha Amor"
Bonde Sertanejo,55351,Mentira Que Virou Paixão
Bonde Sertanejo,66466,Do Fundo Do Meu Coração
Bonde Sertanejo,66467,Hoje Eu Vou Pro Buteco
Bonde Sertanejo,74162,Ela Não Larga Eu
Bossa Nova,55353,Eu Sei Que Vou Te Amar
Boyzinho,50735,Som Do Solinho
Bozo,15201,"1, 2, 3...Vamos Lá"
Bozo,15271,Sempre Rir
Braga Boys,6036,Uma Bomba
Brancoala,72781,Craudete (Bo-Linho)
Brasas Do Forro,72782,Todo Tempo E Pouco Pra Amar
Brasas Do Forró,66468,Agenda Rabiscada
Brasas Do Forró,66469,Pergunta Sem Resposta
Brasas Do Forró,66470,Vai Sobrar Mulher
Brasas Do Forró,72783,Passe A Mão No Rabo Dela
Brazão E Brazãozinho,66471,Expresso Boiadeiro
Brazilian Genghis Khan,1562,"Comer, Comer"
Breakdown,50736,Já É De Madrugada
Brenno E Matheus,66472,Coice De Mula
Brenno E Matheus,66473,Vamo Baruia
Breno E Caio Cesar,50737,7 Bilhões
Breno E Caio Cesar,50738,Dói
Breno E Caio Cesar,50739,Tô Querendo
Breno E Caio Cesar,72784,Incerteza
Breno E Caio Cesar E Léo Santana,66474,Mentirinha
Breno E Caio Cesar E Matheus E Kauan,55355,6 Graus Abaixo De Zero
Brilho De Neon,9875,Se Enganou
Brisa Star - Thiago Jhonathan,17258,SE JOGA NO PASSINHO
Brisa Star Part. Zé Vaqueiro,74269,Cena De Amor
Brisa Star Thiago Jhonathan,74163,Se Joga No Passinho
Brisa Star Zé Vaqueiro,74270,Cena De Amor
Brother Simion,5504,A Voz Do Oriente
Brother Simion,5541,Jabuticaba
Brother Simion,5542,Jeff
Brother Simion,5548,Louvai
Brother Simion,5559,Orgulho
Brother Simion,5609,Extra
Br'Oz,6672,Prometida
Br'Oz,6715,Se Você Não Está Aqui
Bruna Caram,1383,Fim De Tarde
Bruna Caram,1394,Palavras Do Coração
Bruna Caram,1992,Caminho Pro Interior
Bruna De Paula,74560,Sorriso Aberto
Bruna Karla,50760,Aceito O Teu Chamado
Bruna Karla,50762,Ao Final
Bruna Karla,50763,Apaixonado Coração
Bruna Karla,50764,Cicatrizes
Bruna Karla,50765,Como Águia
Bruna Karla,50766,Decidi Confiar
Bruna Karla,50767,Deixar A Lágrima Rolar
Bruna Karla,50768,Deus Vem Me Socorrer
Bruna Karla,50769,Eu Não Abro Mão
Bruna Karla,50770,Jamais Deixarei Você
Bruna Karla,50771,Na Eternidade
Bruna Karla,50772,Pai Eu Confiarei
Bruna Karla,55358,Agora Eu Tenho Você Comigo
Bruna Karla,55360,Como Eu Não Poderia Amar Você
Bruna Karla,55364,Deus É Bom Demais Pra Mim
Bruna Karla,55365,Força
Bruna Karla,66475,Desde O Primeiro Sim
Bruna Karla,66476,Fé E A Razão
Bruna Karla,66477,Nova Criatura
Bruna Karla,66478,Parece Que Foi Ontem
Bruna Karla,66479,Quando Eu Clamo
Bruna Karla,72214,Fé E Razão
Bruna Karla,2431,Quando Eu Chorar
Bruna Karla,2444,Advogado Fiel
Bruna Karla,2454,Eu Sei Que Não Estou Só
Bruna Karla,2466,Que Bom Que Você Chegou
Bruna Karla,2473,Sou Humano
Bruna Karla E Aline Barros,66480,Melhor Amigo
Bruna Karla E Pr. Lucas,50777,Vamos Juntos
Bruna Viola,50778,No Ponteio Da Viola
Bruna Viola,50779,Você Não Sabe Quero Ver
Bruna Viola,66481,Se Você Voltar
Bruna Viola E César Menotti E Fabiano,72215,Se Você Voltar
Bruna Viola-Bruno E Barreto,16317,Quem É Que Não Gosta
Bruninho E Davi,50780,Beija Flor Me Beija
Bruninho E Davi,50781,Ce É Loco
Bruninho E Davi,50782,E Eu Com Isso
Bruninho E Davi,50787,Smirnofy
Bruninho E Davi,50788,Vamo Mexe
Bruninho E Davi,72785,Emburradinha
Bruninho E Davi,15117,Se Namorar Fosse Bom
Bruninho E Davi,15411,Fico Com Você
Bruninho E Davi,15775,Me Leva Amor
Bruninho E Davi,15941,Imagina Com As Amigas
Bruninho e Davi - Gustavo Mioto,17264,FAZ JUSTICA
Bruninho E Davi - Gusttavo Lima,16268,Faixa 3
Bruninho E Davi - Jorge E Mateus,15550,Onde Nasce O Sol
Bruninho E Davi - Luan Santana,16179,E Essa Boca Aí
Bruninho E Davi - Michel Teló,2940,Vamos Mexer
Bruninho E Davi E  Jorge E Mateus,55376,Onde Nasce O Sol
Bruninho E Davi E Luan Santana,50790,E Essa Boca Ai
Bruno Belli E Rafael,66483,Boate Azul
Bruno Brunne E Pablo,72216,Segue O Baile
Bruno E Barreto,50791,Bebe Que Passa
Bruno E Barreto,50792,Bruto E Carinhoso
Bruno E Barreto - Conrado E Aleksandro,16635,Eu Quero E Rolo
Bruno E Barreto E Dj Kevin,50793,La Se Foi O Boi Com A Corda
Bruno E Barreto-Marco Filho Brasil,16382,Bruto Memo
Bruno E Barretto,50794,Eu Quero É Rolo
Bruno E Barretto,50795,Farra Pinga E Foguete
Bruno E Barretto,55513,40 Graus De Amor
Bruno E Barretto,66485,Bêbado No Máximo
Bruno E Barretto,72786,Buteco Raiz
Bruno E Barretto,72787,Sua Melhor Versão
Bruno E Barretto,72788,Tô Bebendo De Torneira
Bruno E Barretto,15897,"Farra, Pinga E Foguete"
Bruno E Barretto,74271,Amor De Cana
Bruno E Barretto E Conrado E Aleksandr,55516,To Pouco Me Lixando
Bruno E Marrone,50796,A Culpa É Sua
Bruno E Marrone,50797,A Saudade Não Passa
Bruno E Marrone,50798,A Solidão E Uma Ressaca
Bruno E Marrone,50799,Abafa O Caso
Bruno E Marrone,50803,Agora
Bruno E Marrone,50804,Aline E Paredes Azuis
Bruno E Marrone,50805,Aline
Bruno E Marrone,50809,Amor Não Vai Faltar
Bruno E Marrone,50810,Anjo Do Amor
Bruno E Marrone,50812,Apenas Um Sorriso
Bruno E Marrone,50815,Boate Azul
Bruno E Marrone,50817,Cavalgada
Bruno E Marrone,50819,Cilada De Amor
Bruno E Marrone,50822,Doce Desejo
Bruno E Marrone,50823,Dor E Saudade
Bruno E Marrone,50824,Dormi Na Praça
Bruno E Marrone,50826,Eu Não Vou Aceitar
Bruno E Marrone,50830,Goiás É Mais
Bruno E Marrone,50836,Liguei Pra Dizer Que Te Amo
Bruno E Marrone,50837,Machuca Demais
Bruno E Marrone,50838,Metade Da Metade
Bruno E Marrone,50839,Meu Disfarce
Bruno E Marrone,50841,Meu Segredo
Bruno E Marrone,50842,Moça
Bruno E Marrone,50844,Não Brinque De Amor Comigo
Bruno E Marrone,50845,Não Posso Ter Medo De Amar
Bruno E Marrone,50846,O Rebolado Da Morena
Bruno E Marrone,50848,Passou Da Conta
Bruno E Marrone,50849,Pela Porta Da Frente
Bruno E Marrone,50851,Pra Lá Que Eu Vou
Bruno E Marrone,50854,Quem Ta Bebo Quem Ta Bão
Bruno E Marrone,50856,Recaida
Bruno E Marrone,50857,Se Não For Por Amor
Bruno E Marrone,50858,Seu Amor Ainda É Tudo
Bruno E Marrone,50859,Sonho Louco
Bruno E Marrone,50860,Sonhos Perdidos
Bruno E Marrone,50861,Stop Que Ela É Top
Bruno E Marrone,50862,Ta Liberado
Bruno E Marrone,50863,Trégua
Bruno E Marrone,50865,Vai Curtir Vai Dançar
Bruno E Marrone,50867,Vai Sofrer Pra Lá
Bruno E Marrone,50871,Você Não Me Ensinou A Te Esquecer
Bruno E Marrone,50873,É Nisso Que Dá
Bruno E Marrone,55387,A Dois Graus
Bruno E Marrone,55388,A Nova Flor
Bruno E Marrone,55392,"Acorrentado, Favo De  Mel,  Meu Segredo"
Bruno E Marrone,55396,Amor De Ping Pong
Bruno E Marrone,55403,"Boate Azul, Sublime Renuncia"
Bruno E Marrone,55407,Chorão Apaixonado
Bruno E Marrone,55408,
Bruno E Marrone,55411,Coração De Pedra
Bruno E Marrone,55413,Cuida Do Nosso Amor
Bruno E Marrone,55414,Dama De Vermelho
Bruno E Marrone,55419,Duas Vezes Você
Bruno E Marrone,55421,Esqueci
Bruno E Marrone,55422,Essa História Eu Conheço
Bruno E Marrone,55424,Eu Sei
Bruno E Marrone,55426,Faz De Conta
Bruno E Marrone,55427,Feriado Nacional
Bruno E Marrone,55432,Grito De Alerta
Bruno E Marrone,55433,Guaranias
Bruno E Marrone,55434,Homem Do Meu Tempo
Bruno E Marrone,55435,Imprevisivel
Bruno E Marrone,55444,Me Namora
Bruno E Marrone,55449,Meu Presente É Você
Bruno E Marrone,55451,Mudei Demais
Bruno E Marrone,55452,Na Conta Da Loucura
Bruno E Marrone,55456,O Amor Está Aqui
Bruno E Marrone,55458,O Sonho Não Acabou
Bruno E Marrone,55459,Oceano
Bruno E Marrone,55460,Os Homens Não Devem Chorar
Bruno E Marrone,55461,Parabéns Pro Nosso Amor
Bruno E Marrone,55462,Paredes Azuis
Bruno E Marrone,55465,Pensa Num Trem Bão
Bruno E Marrone,55468,Por Um Gole A Mais
Bruno E Marrone,55471,Preciso Amar De Novo
Bruno E Marrone,55475,Raridade
Bruno E Marrone,55477,Se For Chorar
Bruno E Marrone,55480,Se Tiver Coragem Joga Fora
Bruno E Marrone,55481,Seleção De Boleros
Bruno E Marrone,55482,Sem Ninguém Me Ver Chorar
Bruno E Marrone,55483,Sem Você
Bruno E Marrone,55484,Será Que Me Esqueceu
Bruno E Marrone,55490,Sublime Renúncia
Bruno E Marrone,55491,Só Pro Meu Prazer
Bruno E Marrone,55492,Só Sei Te Amar
Bruno E Marrone,55505,Você Me Vira A Cabeça
Bruno E Marrone,55509,É Pra La Que Eu Vou
Bruno E Marrone,55518,Enquanto Eu Brindo Cê Chora
Bruno E Marrone,66490,Cabecinha No Ombro E Chalana
Bruno E Marrone,66492,Esta Noite Eu Queria Que O Mundo Acabass
Bruno E Marrone,66493,Me Da Tudo Que É Seu
Bruno E Marrone,66494,O Campeão
Bruno E Marrone,66496,Solidão É Uma Ressaca
Bruno E Marrone,66497,Sou Eu
Bruno E Marrone,66498,Sua Melhor Versão
Bruno E Marrone,66499,Transito Parado
Bruno E Marrone,66500,Vivendo De Passado
Bruno E Marrone,72789,Nada Normal
Bruno E Marrone,72790,Beijo De Varanda
Bruno E Marrone,72791,Boteco De Esquina
Bruno E Marrone,72792,Dizem Que Um Homem Não Deve Chorar
Bruno E Marrone,72793,Frente A Frente
Bruno E Marrone,72794,Sem Vergonha
Bruno E Marrone,1172,Não Tente Me Impedir
Bruno E Marrone,1193,Amor Não Vai Faltar
Bruno E Marrone,1250,Duas Vezes Você
Bruno E Marrone,1255,Flash Back De Nós Dois
Bruno E Marrone,1341,Te Amo Tanto
Bruno E Marrone,1436,Pode Ir Embora
Bruno E Marrone,1447,Chamego Bom
Bruno E Marrone,1456,Lágrimas E Vinho
Bruno E Marrone,1468,Seja Bem-Vinda
Bruno E Marrone,1650,Cai Fora
Bruno E Marrone,1663,Bom Demais
Bruno E Marrone,1675,"Hoje Amor, Não Vai Dar"
Bruno E Marrone,1682,Amiga Amante E Namorada
Bruno E Marrone,1718,Tentativas Em Vão
Bruno E Marrone,1746,Sonhando
Bruno E Marrone,2856,Parede De Vidro
Bruno E Marrone,3938,Te Amo E Não Te Quero
Bruno E Marrone,3972,Rei Do Rodeio
Bruno E Marrone,3988,Alçapão
Bruno E Marrone,4300,Vida Vazia
Bruno E Marrone,4302,Agarrada Em Mim
Bruno E Marrone,6143,Meu Jeito De Sentir
Bruno E Marrone,6173,Dormi Na Praça (Versão Acústica)
Bruno E Marrone,6232,Por Um Minuto
Bruno E Marrone,6247,Amor De Carnaval
Bruno E Marrone,6309,Quem Manda É O Coração
Bruno E Marrone,6322,Acorrentado Em Você
Bruno E Marrone,6395,Um Bom Perdedor
Bruno E Marrone,6431,Programa De Fim De Semana
Bruno E Marrone,6448,Bijuteria
Bruno E Marrone,6484,Agora Vai
Bruno E Marrone,6529,Credo Em Cruz Ave Maria
Bruno E Marrone,6541,Menina
Bruno E Marrone,6615,Ligação Urbana
Bruno E Marrone,6678,Vai Dar Namoro
Bruno E Marrone,6689,Deixa
Bruno E Marrone,6751,Será
Bruno E Marrone,6790,Se Não Tivesse Ido
Bruno E Marrone,6837,Te Amar Foi Ilusão
Bruno E Marrone,6844,Apaziguar
Bruno E Marrone,6856,Inevitável
Bruno E Marrone,6899,Choram As Rosas
Bruno E Marrone,6972,Quer Casar Comigo
Bruno E Marrone,7120,Então Pode Ir
Bruno E Marrone,7217,Por Te Amar Demais
Bruno E Marrone,7229,Que Pescar Que Nada
Bruno E Marrone,7368,Fruto Especial
Bruno E Marrone,7460,Tá Pegando
Bruno E Marrone,7582,Desiguais
Bruno E Marrone,7634,Marianne
Bruno E Marrone,7723,Vê Se Toma Juízo
Bruno E Marrone,9320,Pra Não Morrer De Amor
Bruno E Marrone,9379,Abafa O Caso
Bruno E Marrone,9386,Amor De Balada
Bruno E Marrone,9412,Castelo De Areia
Bruno E Marrone,9458,Ficar Por Ficar
Bruno E Marrone,9494,Não Tem Outro Jeito
Bruno E Marrone,9645,Coisa De Pele
Bruno E Marrone,9684,Hoje Eu Não Tô Pra Ninguém
Bruno E Marrone,9848,Não Faz Mais Isso Comigo
Bruno E Marrone,15064,Como Eu Chorei
Bruno E Marrone,15109,Favo De Mel
Bruno E Marrone,15199,Vidro Fumê
Bruno E Marrone,15232,Já Não Sei Mais Nada
Bruno E Marrone,15680,Vou Te Amarrar Na Minha Cama
Bruno E Marrone,15793,Tchau Amor
Bruno E Marrone,15886,Chorar (Llorar)
Bruno E Marrone,15935,Dormi Na Praça (Versão Estúdio)
Bruno E Marrone,15970,Isso Cê Num Conta
Bruno E Marrone,16174,Agora (Ahora)
Bruno E Marrone,16185,Juras De Amor
Bruno E Marrone,16432,Beijo De Varanda
Bruno E Marrone,16528,Na Conta Da Loucura
Bruno e Marrone,16819,SINONIMO DE AMOR
Bruno e Marrone,16955,POR UM GOLE A MAIS
Bruno e Marrone,17012,CORACAO DE PEDRA
Bruno E Marrone,73586,Andar Solidão
Bruno E Marrone,73764,Filho Pródigo
Bruno E Marrone,73852,Hoje Amor Não Vai Dar
Bruno e Marrone,17209,TIRO E QUEDA
Bruno E Marrone,74507,Coração De Isca
Bruno e Marrone,17284,HOMEM DO MEU TEMPO
Bruno E Marrone,74561,Seja Bem Vinda
Bruno E Marrone,74562,Show De Recaida
Bruno e Marrone,17352,CORACAO DE ISCA
Bruno e Marrone - Wesley Safadão,17120,ULTIMO BEIJO
Bruno E Marrone E Ana Paula,55380,Uma Noite
Bruno E Marrone E Banda Calypso,55382,Porque Choras
Bruno E Marrone E Chitãozinho E Xoror,55510,Você Me Trocou
Bruno E Marrone E Edson E Hudson,55383,Amor De Ping Pong
Bruno E Marrone E Eduardo Costa,55384,Voce Foi Atriz
Bruno E Marrone E Humberto E Ronaldo,55385,Ai Que O Amor Acontece
Bruno E Marrone E Michel Telo,50874,Sem Compromisso
Bruno E Marrone Jorge E Mateus,16579,Surto De Amor
Bruno E Marrone-Calypso,6967,Por Que Choras
Bruno E Marrone-Edson E Hudson,9387,Amor De Ping Pong
Bruno Mello,72795,Ainda Te Amo
Buchecha,15459,Frutilly
Buchecha,15900,Hot Dog
Buchecha - Belo,15326,Cristal
Byafra,2876,Helena
"Cachorrão Do Brega, Junior Vianna",74272,"Só Neymar, Levi Ma Jhonny"
Cachorro Grande,9534,Sinceramente
Cácio E Marcos,55878,As Mina Pira
Cácio E Marcos,55879,Ta Doidona
Cácio E Marcos,55880,Tome Amor
Cácio E Marcos,66612,Tá Tarada
Cacique E Pajé,66504,Inquilina De Violeiro
Cacique E Pajé,66505,Laço Da Saudade
Cacique E Pajé,66506,Pescador E Catireiro
Caçula E Marinheiro,72222,A Noiva
Caetano Veloso,50897,Menino Do Rio
Caetano Veloso,50898,Meu Bem Meu Mal
Caetano Veloso,50899,Nosso Estranho Amor
Caetano Veloso,50904,Odara
Caetano Veloso,50907,Sorte
Caetano Veloso,50909,Só Vou Gostar De Quem Gosta De Mim
Caetano Veloso,50910,Tigresa
Caetano Veloso,50911,Um Indio
Caetano Veloso,55522,Carinhoso
Caetano Veloso,55523,Chuvas De Verão
Caetano Veloso,1364,"Minha Voz, Minha Vida"
Caetano Veloso,1635,Terra
Caetano Veloso,1944,Irene
Caetano Veloso,2849,Eclipse Oculto
Caetano Veloso,3070,É Hoje
Caetano Veloso,3246,Sampa
Caetano Veloso,3292,Você É Linda
Caetano Veloso,3668,Lua De São Jorge
Caetano Veloso,3723,Queixa
Caetano Veloso,3741,Beleza Pura
Caetano Veloso,3837,Debaixo Dos Caracóis Dos Seus Cabelos
Caetano Veloso,3867,"Chuva, Suor E Cerveja"
Caetano Veloso,3947,Alegria Alegria
Caetano Veloso,4134,Sozinho
Caetano Veloso,4159,Lua E Estrela
Caetano Veloso,4286,O Leãozinho
Caetano Veloso,4409,Qualquer Coisa
Caetano Veloso,6142,Meia Lua Inteira
Caetano Veloso,6174,Drão
Caetano Veloso,6278,Soy Loco Por Ti America
Caetano Veloso,6305,Podres Poderes
Caetano Veloso,6439,Trilhos Urbanos
Caetano Veloso,6679,Você Não Me Ensinou A Te Esquecer
Caetano Veloso,6753,Trem Das Cores
Caetano Veloso,6818,Disseram Que Voltei Americanizada
Caetano Veloso,6871,Pra Te Lembrar
Caetano Veloso,7487,A Luz De Tieta
Caetano Veloso,7692,Rocks
Caetano Veloso,9313,Oração Ao Tempo
Caetano Veloso,9490,Não Enche
Caetano Veloso,9530,Samba De Verão
Caetano Veloso,15156,Tiranizar
Caetano Veloso,15365,Cajuína
Caetano Veloso,15659,Felicidade
Caetano Veloso,15795,Um Abraçaço
Caetano Veloso,16168,O Quereres
Caetano Veloso,16435,Isto Aqui O Que É
Caetano Veloso,73230,Milagres Do Povo
Caetano Veloso - Tom Zé - Gilberto Gil,16039,Tropicália
Caetano Veloso E,6533,Desde Que O Samba É Samba
Caetano Veloso E Alexandre Pires,55540,Final Feliz
Caetano Veloso-Flávio Venturini,6768,Céu De Santo Amaro
Caetano Veloso-Gal Costa,3937,Sorte
Caetano Veloso-Gal Costa,7574,Coração Vagabundo
Caetano Veloso-Jorge Mautner,6594,Todo Errado
Café Com Pão,66507,Vixe Mainha
Caio Cesar E Diego,2824,Animal
Caio Cesar E Diego,2925,Pega Usa E Joga Fora
Caju E Castanha,73587,Casa De Corno
Caju E Castanha,73588,Mulher De Amigo Meu
Calcinha Preta,50914,A Calcinha Preta É Nossa
Calcinha Preta,50915,A Lua E Eu
Calcinha Preta,50916,Amanhecer
Calcinha Preta,50917,Amor Da Minha Vida
Calcinha Preta,50919,Balada Prime
Calcinha Preta,50920,Cobertor
Calcinha Preta,50921,Desilusão
Calcinha Preta,50922,"Dois Amores, Duas Paixões"
Calcinha Preta,50923,E Dai
Calcinha Preta,50924,E O Vento Levou
Calcinha Preta,50925,Eu Me Apaixonei
Calcinha Preta,50926,Hoje A Noite
Calcinha Preta,50927,Manchete De Jornais
Calcinha Preta,50928,Mágica
Calcinha Preta,50930,O Vento Levou
Calcinha Preta,50931,Paulinha
Calcinha Preta,50932,Pega Fogo Cabaré
Calcinha Preta,50934,Sou Brinquedinho Caro
Calcinha Preta,50935,Tutti Frutti
Calcinha Preta,50936,Um Degrau Na Escada
Calcinha Preta,50937,Vencedor
Calcinha Preta,50939,Vou Tomar Um Porre
Calcinha Preta,55548,Na Cama Só Vai Dar Nos Dois
Calcinha Preta,55549,Não Se Apaixone Não
Calcinha Preta,55551,Saia E Bicicletinha
Calcinha Preta,66508,"Chorando Se Foi, Lambamor"
Calcinha Preta,66509,Fica Comigo
Calcinha Preta,66510,Onde O Sonho Mora
Calcinha Preta,1185,Amor Dividido
Calcinha Preta,1190,Você Não Vale Nada
Calcinha Preta,1353,Bebo E Choro
Calcinha Preta,2845,Cena De Novela
Calcinha Preta,6851,Declaração De Amor
Calcinha Preta,7063,Babydoll
Calcinha Preta,7214,Por Amor
Calcinha Preta,7245,Seu Namorado
Calcinha Preta,7671,Pensão Alimentícia
Calcinha Preta,9319,Por Que Tocou Meu Coração
Calcinha Preta,15802,A Dona Do Barraco
Calcinha Preta,15899,Filmes E Histórias
Calcinha Preta,16257,A Casa Caiu
Calcinha Preta,16757,Hoje A Noite
Calcinha Preta,17013,E O VENTO LEVOU
Calcinha Preta,73589,Saudade
Calcinha Preta,73590,Te Amo
Calcinha Preta,73690,Liga Pra Mim
Calcinha Preta,17205,MAGICA
Calcinha Preta,74273,Renascerá
Calcinha Preta,74563,Louca Por Ti
Calcinha Preta,17404,"DOIS AMORES, DUAS PAIXOES"
Calcinha Preta,17438,PAULINHA (WITHOUT YOU)
Calmon Do Forró,66512,Garoto De Aluguel
Calypso Part,66513,Reginaldo Rossi - Eu Não Posso Negar
Camila E Haniel,66514,Gelo Na Balada
Camila Loures E Henrique E Diego,50940,Miga Loka
Camisa de Venus,16912,HOJE
Camisa De Vênus,6313,Simca Chambord
Camisa De Vênus,6370,Eu Não Matei Joana D'Arc
Camisa De Vênus,9537,Só O Fim
Camisa de Vênus,17135,GOTHAM CITY
Camisa Suada,66516,Liguei Pra Dizer Que Te Amo
Camisa Suada,66517,O Mais Importante É O Verdadeiro Amor
Canção E Louvor,72217,Eu Cuido De Ti
Canção E Louvor,72585,Dependente
Cangaia De Jegue,66518,Bolo Doido
Caninana,72796,Filho Do Mato
Caninana E Wesley Safadão,66519,Chuveiro Ligado
Cansei De Ser Sexy,9540,Super Afim
Capim Com Mel,73591,Como Esquecer
Capital Do Sol,66520,Nossa Canção
Capital Inicial,55558,Algum Dia
Capital Inicial,55564,Fátima
Capital Inicial,55572,Psicopata
Capital Inicial,66522,O Lado Escuro Da Lua
Capital Inicial,1241,A Vida É Minha (Eu Faço O Que Eu Quiser)
